Time,_date,Load - Residential - space heating,Load - Residential - hot water,Load - Tertiary - space heating,Load - Tertiary - hot water
01/01/2021 00:00,01/01/2050 00:00,215.0638727,8014.79,0.040568886,18.1587
01/01/2021 01:00,01/01/2050 00:00,221.5821289,5173.1,0.045736083,17.1867
01/01/2021 02:00,01/01/2050 00:00,224.6981575,4138.48,0.049336306,16.4261
01/01/2021 03:00,01/01/2050 00:00,228.7971751,2845.21,0.051382778,16.4337
01/01/2021 04:00,01/01/2050 00:00,235.1875146,1293.28,0.052667434,16.5374
01/01/2021 05:00,01/01/2050 00:00,238.8846118,1034.62,0.052612528,17.1581
01/01/2021 06:00,01/01/2050 00:00,242.7261584,775.965,0.050652337,17.7552
01/01/2021 07:00,01/01/2050 00:00,247.2463907,2327.9,0.046865555,18.6756
01/01/2021 08:00,01/01/2050 00:00,226.871289,8276.95,0.038136503,19.8068
01/01/2021 09:00,01/01/2050 00:00,208.2971548,17329.9,0.031429736,21.2734
01/01/2021 10:00,01/01/2050 00:00,187.9363054,27676.1,0.026231038,22.3194
01/01/2021 11:00,01/01/2050 00:00,165.4390128,30004,0.022459248,22.8119
01/01/2021 12:00,01/01/2050 00:00,154.9169383,29228,0.020654325,22.9436
01/01/2021 13:00,01/01/2050 00:00,145.8031864,24830.9,0.019211309,22.7855
01/01/2021 14:00,01/01/2050 00:00,141.6517771,21468.4,0.018342287,22.4273
01/01/2021 15:00,01/01/2050 00:00,145.2461224,15519.3,0.018315571,21.9162
01/01/2021 16:00,01/01/2050 00:00,150.559513,10346.2,0.018479882,21.1603
01/01/2021 17:00,01/01/2050 00:00,158.2287634,8276.95,0.018523502,20.4718
01/01/2021 18:00,01/01/2050 00:00,164.0284904,10346.2,0.018426521,20.1437
01/01/2021 19:00,01/01/2050 00:00,170.6031633,13967.4,0.018702623,20.2157
01/01/2021 20:00,01/01/2050 00:00,178.5730484,14484.7,0.019793253,20.38
01/01/2021 21:00,01/01/2050 00:00,180.533167,13708.7,0.021709549,20.4551
01/01/2021 22:00,01/01/2050 00:00,180.4145699,13191.4,0.024710095,20.0245
01/01/2021 23:00,01/01/2050 00:00,176.7510743,10863.5,0.028479103,19.4166
02/01/2021 00:00,02/01/2050 00:00,169.5395501,8014.79,0.032085563,18.1587
02/01/2021 01:00,02/01/2050 00:00,167.557905,5173.1,0.034731018,17.1867
02/01/2021 02:00,02/01/2050 00:00,163.1980137,4138.48,0.03595109,16.4261
02/01/2021 03:00,02/01/2050 00:00,157.7213298,2845.21,0.035479626,16.4337
02/01/2021 04:00,02/01/2050 00:00,153.9962694,1293.28,0.034431224,16.5374
02/01/2021 05:00,02/01/2050 00:00,148.6927107,1034.62,0.032525696,17.1581
02/01/2021 06:00,02/01/2050 00:00,146.6769981,775.965,0.030457768,17.7552
02/01/2021 07:00,02/01/2050 00:00,144.243507,2327.9,0.027412102,18.6756
02/01/2021 08:00,02/01/2050 00:00,139.0119457,8276.95,0.023899528,19.8068
02/01/2021 09:00,02/01/2050 00:00,134.585762,17329.9,0.021086631,21.2734
02/01/2021 10:00,02/01/2050 00:00,128.0032634,27676.1,0.018888759,22.3194
02/01/2021 11:00,02/01/2050 00:00,120.7021409,30004,0.017400266,22.8119
02/01/2021 12:00,02/01/2050 00:00,115.9072234,29228,0.016445189,22.9436
02/01/2021 13:00,02/01/2050 00:00,112.1668161,24830.9,0.015718415,22.7855
02/01/2021 14:00,02/01/2050 00:00,112.7467602,21468.4,0.015413626,22.4273
02/01/2021 15:00,02/01/2050 00:00,122.9414428,15519.3,0.016080079,21.9162
02/01/2021 16:00,02/01/2050 00:00,134.8891966,10346.2,0.016903836,21.1603
02/01/2021 17:00,02/01/2050 00:00,149.1614207,8276.95,0.017617512,20.4718
02/01/2021 18:00,02/01/2050 00:00,160.9745065,10346.2,0.018115932,20.1437
02/01/2021 19:00,02/01/2050 00:00,173.4962014,13967.4,0.019001876,20.2157
02/01/2021 20:00,02/01/2050 00:00,187.5539083,14484.7,0.020756851,20.38
02/01/2021 21:00,02/01/2050 00:00,195.3367963,13708.7,0.023444244,20.4551
02/01/2021 22:00,02/01/2050 00:00,201.1013451,13191.4,0.027480623,20.0245
02/01/2021 23:00,02/01/2050 00:00,203.061464,10863.5,0.032619261,19.4166
03/01/2021 00:00,03/01/2050 00:00,198.0426315,8007.72,0.035528388,18.7029
03/01/2021 01:00,03/01/2050 00:00,199.3271527,3093.28,0.038531704,17.4246
03/01/2021 02:00,03/01/2050 00:00,197.5981499,1286.22,0.040206203,16.6558
03/01/2021 03:00,03/01/2050 00:00,197.4956152,255.128,0.041030416,16.6638
03/01/2021 04:00,03/01/2050 00:00,199.4122185,513.783,0.041271631,16.8621
03/01/2021 05:00,03/01/2050 00:00,199.1520053,1803.53,0.040461855,17.6905
03/01/2021 06:00,03/01/2050 00:00,198.9344058,6973.1,0.038108096,18.8318
03/01/2021 07:00,03/01/2050 00:00,198.7628172,14991.4,0.034354984,20.8171
03/01/2021 08:00,03/01/2050 00:00,196.6260856,19647.2,0.029994514,23.89
03/01/2021 09:00,03/01/2050 00:00,187.3922825,18871.2,0.025601922,27.6568
03/01/2021 10:00,03/01/2050 00:00,176.3233523,14474.1,0.022174309,30.5359
03/01/2021 11:00,03/01/2050 00:00,163.3532203,11887.6,0.01975553,31.609
03/01/2021 12:00,03/01/2050 00:00,152.114858,11111.6,0.018039379,31.3681
03/01/2021 13:00,03/01/2050 00:00,142.2662574,10852.9,0.016811117,30.6883
03/01/2021 14:00,03/01/2050 00:00,137.3593736,10852.9,0.016125728,30.1743
03/01/2021 15:00,03/01/2050 00:00,144.7670584,9818.32,0.01673354,29.3384
03/01/2021 16:00,03/01/2050 00:00,153.8093678,8783.7,0.017537844,27.6442
03/01/2021 17:00,03/01/2050 00:00,165.2309911,7749.07,0.01822708,25.6679
03/01/2021 18:00,03/01/2050 00:00,172.336806,11370.2,0.018464683,24.3143
03/01/2021 19:00,03/01/2050 00:00,180.4041242,13698.1,0.019012899,23.8443
03/01/2021 20:00,03/01/2050 00:00,190.0794787,16284.7,0.020397709,23.7206
03/01/2021 21:00,03/01/2050 00:00,195.8429998,13439.5,0.022859251,23.6658
03/01/2021 22:00,03/01/2050 00:00,199.5040864,13439.5,0.026550392,22.5497
03/01/2021 23:00,03/01/2050 00:00,199.3872188,10335.6,0.030959273,20.8995
04/01/2021 00:00,04/01/2050 00:00,200.2209515,8007.72,0.035914004,18.7029
04/01/2021 01:00,04/01/2050 00:00,207.4536848,3093.28,0.04007989,17.4246
04/01/2021 02:00,04/01/2050 00:00,211.5653796,1286.22,0.043020023,16.6558
04/01/2021 03:00,04/01/2050 00:00,213.9205126,255.128,0.044428761,16.6638
04/01/2021 04:00,04/01/2050 00:00,218.4618243,513.783,0.045230483,16.8621
04/01/2021 05:00,04/01/2050 00:00,220.5292676,1803.53,0.044869462,17.6905
04/01/2021 06:00,04/01/2050 00:00,218.5763808,6973.1,0.041909662,18.8318
04/01/2021 07:00,04/01/2050 00:00,216.910554,14991.4,0.037477935,20.8171
04/01/2021 08:00,04/01/2050 00:00,213.4900948,19647.2,0.032452868,23.89
04/01/2021 09:00,04/01/2050 00:00,191.9553291,18871.2,0.026173272,27.6568
04/01/2021 10:00,04/01/2050 00:00,168.5592716,14474.1,0.02133274,30.5359
04/01/2021 11:00,04/01/2050 00:00,143.6229403,11887.6,0.017792887,31.609
04/01/2021 12:00,04/01/2050 00:00,139.4050055,11111.6,0.016838998,31.3681
04/01/2021 13:00,04/01/2050 00:00,136.2988548,10852.9,0.016266234,30.6883
04/01/2021 14:00,04/01/2050 00:00,137.837934,10852.9,0.016168763,30.1743
04/01/2021 15:00,04/01/2050 00:00,148.5407132,9818.32,0.017075552,29.3384
04/01/2021 16:00,04/01/2050 00:00,160.8498698,8783.7,0.018191068,27.6442
04/01/2021 17:00,04/01/2050 00:00,175.5426214,7749.07,0.019196292,25.6679
04/01/2021 18:00,04/01/2050 00:00,184.7741152,11370.2,0.019671032,24.3143
04/01/2021 19:00,04/01/2050 00:00,195.2356895,13698.1,0.020489248,23.8443
04/01/2021 20:00,04/01/2050 00:00,207.6520042,16284.7,0.022225605,23.7206
04/01/2021 21:00,04/01/2050 00:00,216.8073866,13439.5,0.02524895,23.6658
04/01/2021 22:00,04/01/2050 00:00,223.8340179,13439.5,0.029725264,22.5497
04/01/2021 23:00,04/01/2050 00:00,226.7361281,10335.6,0.035119857,20.8995
05/01/2021 00:00,05/01/2050 00:00,222.4509739,8007.72,0.039849353,18.7029
05/01/2021 01:00,05/01/2050 00:00,225.4276758,3093.28,0.043504873,17.4246
05/01/2021 02:00,05/01/2050 00:00,224.8863706,1286.22,0.045703964,16.6558
05/01/2021 03:00,05/01/2050 00:00,229.2513797,255.128,0.047601204,16.6638
05/01/2021 04:00,05/01/2050 00:00,235.8677571,513.783,0.048848608,16.8621
05/01/2021 05:00,05/01/2050 00:00,239.8704195,1803.53,0.048858495,17.6905
05/01/2021 06:00,05/01/2050 00:00,239.652751,6973.1,0.045990547,18.8318
05/01/2021 07:00,05/01/2050 00:00,239.9661391,14991.4,0.041447009,20.8171
05/01/2021 08:00,05/01/2050 00:00,238.9547152,19647.2,0.03616448,23.89
05/01/2021 09:00,05/01/2050 00:00,220.6298854,18871.2,0.029756461,27.6568
05/01/2021 10:00,05/01/2050 00:00,200.6265739,14474.1,0.02479445,30.5359
05/01/2021 11:00,05/01/2050 00:00,178.1159202,11887.6,0.021207771,31.609
05/01/2021 12:00,05/01/2050 00:00,165.8027137,11111.6,0.019318302,31.3681
05/01/2021 13:00,05/01/2050 00:00,154.9593387,10852.9,0.017959497,30.6883
05/01/2021 14:00,05/01/2050 00:00,149.2197827,10852.9,0.01718607,30.1743
05/01/2021 15:00,05/01/2050 00:00,153.6310328,9818.32,0.017535261,29.3384
05/01/2021 16:00,05/01/2050 00:00,159.6555703,8783.7,0.018080453,27.6442
05/01/2021 17:00,05/01/2050 00:00,168.1521935,7749.07,0.018502042,25.6679
05/01/2021 18:00,05/01/2050 00:00,176.2631995,11370.2,0.018845904,24.3143
05/01/2021 19:00,05/01/2050 00:00,185.3665824,13698.1,0.019507132,23.8443
05/01/2021 20:00,05/01/2050 00:00,196.2713436,16284.7,0.021041881,23.7206
05/01/2021 21:00,05/01/2050 00:00,203.1122467,13439.5,0.023687763,23.6658
05/01/2021 22:00,05/01/2050 00:00,207.7781174,13439.5,0.027629775,22.5497
05/01/2021 23:00,05/01/2050 00:00,208.5455837,10335.6,0.03235212,20.8995
06/01/2021 00:00,06/01/2050 00:00,216.5605387,8007.72,0.038806541,18.7029
06/01/2021 01:00,06/01/2050 00:00,231.7624631,3093.28,0.044712301,17.4246
06/01/2021 02:00,06/01/2050 00:00,243.5863226,1286.22,0.049472361,16.6558
06/01/2021 03:00,06/01/2050 00:00,248.5922033,255.128,0.051603966,16.6638
06/01/2021 04:00,06/01/2050 00:00,256.061954,513.783,0.053046622,16.8621
06/01/2021 05:00,06/01/2050 00:00,260.6193583,1803.53,0.053137254,17.6905
06/01/2021 06:00,06/01/2050 00:00,260.9618114,6973.1,0.050116848,18.8318
06/01/2021 07:00,06/01/2050 00:00,262.0523393,14991.4,0.045251263,20.8171
06/01/2021 08:00,06/01/2050 00:00,262.2487902,19647.2,0.039563811,23.89
06/01/2021 09:00,06/01/2050 00:00,240.2534195,18871.2,0.032206989,27.6568
06/01/2021 10:00,06/01/2050 00:00,216.8336665,14474.1,0.026535271,30.5359
06/01/2021 11:00,06/01/2050 00:00,190.4431302,11887.6,0.022413502,31.609
06/01/2021 12:00,06/01/2050 00:00,173.3206807,11111.6,0.020016186,31.3681
06/01/2021 13:00,06/01/2050 00:00,158.0015127,10852.9,0.018232938,30.6883
06/01/2021 14:00,06/01/2050 00:00,148.0353207,10852.9,0.017080713,30.1743
06/01/2021 15:00,06/01/2050 00:00,148.7289381,9818.32,0.017092583,29.3384
06/01/2021 16:00,06/01/2050 00:00,151.2160845,8783.7,0.017296491,27.6442
06/01/2021 17:00,06/01/2050 00:00,156.1418154,7749.07,0.017369139,25.6679
06/01/2021 18:00,06/01/2050 00:00,162.8125409,11370.2,0.017538117,24.3143
06/01/2021 19:00,06/01/2050 00:00,170.2988088,13698.1,0.018005401,23.8443
06/01/2021 20:00,06/01/2050 00:00,179.0965104,16284.7,0.019254685,23.7206
06/01/2021 21:00,06/01/2050 00:00,188.396161,13439.5,0.022010549,23.6658
06/01/2021 22:00,06/01/2050 00:00,195.8290998,13439.5,0.026071061,22.5497
06/01/2021 23:00,06/01/2050 00:00,199.6334301,10335.6,0.030996713,20.8995
07/01/2021 00:00,07/01/2050 00:00,209.0493523,8007.72,0.037476849,18.7029
07/01/2021 01:00,07/01/2050 00:00,225.3408815,3093.28,0.043488331,17.4246
07/01/2021 02:00,07/01/2050 00:00,238.4487239,1286.22,0.048436945,16.6558
07/01/2021 03:00,07/01/2050 00:00,240.1066926,255.128,0.049847744,16.6638
07/01/2021 04:00,07/01/2050 00:00,244.1021677,513.783,0.050560396,16.8621
07/01/2021 05:00,07/01/2050 00:00,245.3179294,1803.53,0.04998199,17.6905
07/01/2021 06:00,07/01/2050 00:00,240.6262937,6973.1,0.046179066,18.8318
07/01/2021 07:00,07/01/2050 00:00,236.40277,14991.4,0.040833434,20.8171
07/01/2021 08:00,07/01/2050 00:00,230.6449633,19647.2,0.034953033,23.89
07/01/2021 09:00,07/01/2050 00:00,203.2112925,18871.2,0.02758094,27.6568
07/01/2021 10:00,07/01/2050 00:00,174.078746,14474.1,0.021931297,30.5359
07/01/2021 11:00,07/01/2050 00:00,143.4694025,11887.6,0.017777488,31.609
07/01/2021 12:00,07/01/2050 00:00,137.1359347,11111.6,0.016623082,31.3681
07/01/2021 13:00,07/01/2050 00:00,131.989527,10852.9,0.015870384,30.6883
07/01/2021 14:00,07/01/2050 00:00,131.4881892,10852.9,0.015595789,30.1743
07/01/2021 15:00,07/01/2050 00:00,139.2029022,9818.32,0.016227129,29.3384
07/01/2021 16:00,07/01/2050 00:00,148.5835281,8783.7,0.017051024,27.6442
07/01/2021 17:00,07/01/2050 00:00,160.3138484,7749.07,0.017763431,25.6679
07/01/2021 18:00,07/01/2050 00:00,167.2346837,11370.2,0.017968675,24.3143
07/01/2021 19:00,07/01/2050 00:00,175.0307192,13698.1,0.018477367,23.8443
07/01/2021 20:00,07/01/2050 00:00,184.2819913,16284.7,0.019794426,23.7206
07/01/2021 21:00,07/01/2050 00:00,189.0472506,13439.5,0.022084751,23.6658
07/01/2021 22:00,07/01/2050 00:00,191.6937552,13439.5,0.025531742,22.5497
07/01/2021 23:00,07/01/2050 00:00,190.6506313,10335.6,0.029630838,20.8995
08/01/2021 00:00,08/01/2050 00:00,183.4705413,6207.72,0.034710406,18.5401
08/01/2021 01:00,08/01/2050 00:00,182.0918948,5426.46,0.037127902,17.3193
08/01/2021 02:00,08/01/2050 00:00,177.9906639,2845.21,0.038073932,16.5554
08/01/2021 03:00,08/01/2050 00:00,177.8352858,1551.93,0.03890245,16.5631
08/01/2021 04:00,08/01/2050 00:00,179.5421892,775.965,0.039288666,16.7196
08/01/2021 05:00,08/01/2050 00:00,179.3113663,1034.62,0.038639146,17.4782
08/01/2021 06:00,08/01/2050 00:00,178.4556457,1810.58,0.036469762,18.351
08/01/2021 07:00,08/01/2050 00:00,177.4855059,3103.86,0.033003989,19.6573
08/01/2021 08:00,08/01/2050 00:00,174.1776425,8276.95,0.028921696,21.5218
08/01/2021 09:00,08/01/2050 00:00,159.8230445,17071.2,0.023899906,23.841
08/01/2021 10:00,08/01/2050 00:00,143.3738972,24054.9,0.019908728,25.622
08/01/2021 11:00,08/01/2050 00:00,125.9704155,24313.6,0.016976098,26.3824
08/01/2021 12:00,08/01/2050 00:00,119.5639816,20951,0.015724907,26.4971
08/01/2021 13:00,08/01/2050 00:00,114.2787877,19916.4,0.014841554,26.2064
08/01/2021 14:00,08/01/2050 00:00,113.4073804,21468.4,0.01447969,25.9319
08/01/2021 15:00,08/01/2050 00:00,124.0001571,20433.8,0.015441848,25.5776
08/01/2021 16:00,08/01/2050 00:00,136.3483766,20692.4,0.01661463,24.8871
08/01/2021 17:00,08/01/2050 00:00,151.0483538,23020.3,0.017667511,23.9771
08/01/2021 18:00,08/01/2050 00:00,158.2685288,27417.5,0.017780791,23.2344
08/01/2021 19:00,08/01/2050 00:00,166.1707368,28969.4,0.018093951,22.7963
08/01/2021 20:00,08/01/2050 00:00,175.3260639,24572.2,0.01918438,22.4731
08/01/2021 21:00,08/01/2050 00:00,179.9737174,17071.2,0.021457186,22.292
08/01/2021 22:00,08/01/2050 00:00,182.6129317,10346.2,0.025102123,21.5127
08/01/2021 23:00,08/01/2050 00:00,181.7139394,6725.03,0.029611365,20.3493
09/01/2021 00:00,09/01/2050 00:00,176.8331994,8014.79,0.033444893,18.1587
09/01/2021 01:00,09/01/2050 00:00,177.3611425,5173.1,0.036727769,17.1867
09/01/2021 02:00,09/01/2050 00:00,175.3799741,4138.48,0.038602259,16.4261
09/01/2021 03:00,09/01/2050 00:00,175.546013,2845.21,0.039466674,16.4337
09/01/2021 04:00,09/01/2050 00:00,177.6051064,1293.28,0.039729309,16.5374
09/01/2021 05:00,09/01/2050 00:00,177.7152115,1034.62,0.038977727,17.1581
09/01/2021 06:00,09/01/2050 00:00,171.2157914,775.965,0.035607411,17.7552
09/01/2021 07:00,09/01/2050 00:00,164.4400774,2327.9,0.03122521,18.6756
09/01/2021 08:00,09/01/2050 00:00,154.9525961,8276.95,0.026496686,19.8068
09/01/2021 09:00,09/01/2050 00:00,140.5693205,17329.9,0.021937372,21.2734
09/01/2021 10:00,09/01/2050 00:00,124.0554097,27676.1,0.01839309,22.3194
09/01/2021 11:00,09/01/2050 00:00,107.1953402,30004,0.015818093,22.8119
09/01/2021 12:00,09/01/2050 00:00,104.6566369,29228,0.015186728,22.9436
09/01/2021 13:00,09/01/2050 00:00,102.9750992,24830.9,0.014729751,22.7855
09/01/2021 14:00,09/01/2050 00:00,105.4692611,21468.4,0.014654282,22.4273
09/01/2021 15:00,09/01/2050 00:00,115.4450122,15519.3,0.015314158,21.9162
09/01/2021 16:00,09/01/2050 00:00,127.1752554,10346.2,0.01611905,21.1603
09/01/2021 17:00,09/01/2050 00:00,141.2618922,8276.95,0.016823761,20.4718
09/01/2021 18:00,09/01/2050 00:00,145.0604186,10346.2,0.016491056,20.1437
09/01/2021 19:00,09/01/2050 00:00,149.3376267,13967.4,0.016497604,20.2157
09/01/2021 20:00,09/01/2050 00:00,154.4410004,14484.7,0.017201037,20.38
09/01/2021 21:00,09/01/2050 00:00,161.0457253,13708.7,0.019425571,20.4551
09/01/2021 22:00,09/01/2050 00:00,165.889286,13191.4,0.022765326,20.0245
09/01/2021 23:00,09/01/2050 00:00,167.4746649,10863.5,0.027019531,19.4166
10/01/2021 00:00,10/01/2050 00:00,169.6941057,8007.72,0.030509557,18.7029
10/01/2021 01:00,10/01/2050 00:00,177.0733519,3093.28,0.034292689,17.4246
10/01/2021 02:00,10/01/2050 00:00,181.9653676,1286.22,0.037057085,16.6558
10/01/2021 03:00,10/01/2050 00:00,186.1028055,255.128,0.038673557,16.6638
10/01/2021 04:00,10/01/2050 00:00,192.2306618,513.783,0.039779587,16.8621
10/01/2021 05:00,10/01/2050 00:00,196.2816,1803.53,0.039870269,17.6905
10/01/2021 06:00,10/01/2050 00:00,194.7348078,6973.1,0.037295622,18.8318
10/01/2021 07:00,10/01/2050 00:00,193.1753109,14991.4,0.033393626,20.8171
10/01/2021 08:00,10/01/2050 00:00,189.5177609,19647.2,0.028957617,23.89
10/01/2021 09:00,10/01/2050 00:00,170.0080715,18871.2,0.023419839,27.6568
10/01/2021 10:00,10/01/2050 00:00,148.4851842,14474.1,0.019140812,30.5359
10/01/2021 11:00,10/01/2050 00:00,126.041241,11887.6,0.016013116,31.609
10/01/2021 12:00,10/01/2050 00:00,122.5552808,11111.6,0.015221264,31.3681
10/01/2021 13:00,10/01/2050 00:00,120.0376226,10852.9,0.014760255,30.6883
10/01/2021 14:00,10/01/2050 00:00,121.928154,10852.9,0.014724101,30.1743
10/01/2021 15:00,10/01/2050 00:00,136.1176054,9818.32,0.015945121,29.3384
10/01/2021 16:00,10/01/2050 00:00,152.1165702,8783.7,0.017380347,27.6442
10/01/2021 17:00,10/01/2050 00:00,170.5115308,7749.07,0.018723879,25.6679
10/01/2021 18:00,10/01/2050 00:00,180.5879434,11370.2,0.019265374,24.3143
10/01/2021 19:00,10/01/2050 00:00,191.7520311,13698.1,0.02014268,23.8443
10/01/2021 20:00,10/01/2050 00:00,204.8711422,16284.7,0.021936384,23.7206
10/01/2021 21:00,10/01/2050 00:00,212.3256768,13439.5,0.024738001,23.6658
10/01/2021 22:00,10/01/2050 00:00,217.602311,13439.5,0.028911791,22.5497
10/01/2021 23:00,10/01/2050 00:00,218.8774516,10335.6,0.033923906,20.8995
11/01/2021 00:00,11/01/2050 00:00,215.3077582,8007.72,0.03858476,18.7029
11/01/2021 01:00,11/01/2050 00:00,218.757388,3093.28,0.042233692,17.4246
11/01/2021 02:00,11/01/2050 00:00,218.7634202,1286.22,0.044470255,16.6558
11/01/2021 03:00,11/01/2050 00:00,220.2204905,255.128,0.045732377,16.6638
11/01/2021 04:00,11/01/2050 00:00,223.8807012,513.783,0.046356831,16.8621
11/01/2021 05:00,11/01/2050 00:00,225.0407478,1803.53,0.045799901,17.6905
11/01/2021 06:00,11/01/2050 00:00,219.4858826,6973.1,0.042085737,18.8318
11/01/2021 07:00,11/01/2050 00:00,214.1708685,14991.4,0.037006415,20.8171
11/01/2021 08:00,11/01/2050 00:00,206.9259176,19647.2,0.031496154,23.89
11/01/2021 09:00,11/01/2050 00:00,185.1086891,18871.2,0.0253158,27.6568
11/01/2021 10:00,11/01/2050 00:00,161.3663175,14474.1,0.020550297,30.5359
11/01/2021 11:00,11/01/2050 00:00,136.3249914,11887.6,0.017058327,31.609
11/01/2021 12:00,11/01/2050 00:00,131.1529458,11111.6,0.016051047,31.3681
11/01/2021 13:00,11/01/2050 00:00,127.1008707,10852.9,0.01541863,30.6883
11/01/2021 14:00,11/01/2050 00:00,127.5451086,10852.9,0.015237673,30.1743
11/01/2021 15:00,11/01/2050 00:00,135.212979,9818.32,0.015862259,29.3384
11/01/2021 16:00,11/01/2050 00:00,144.6301978,8783.7,0.01668147,27.6442
11/01/2021 17:00,11/01/2050 00:00,156.3108334,7749.07,0.01738513,25.6679
11/01/2021 18:00,11/01/2050 00:00,165.3936956,11370.2,0.017789507,24.3143
11/01/2021 19:00,11/01/2050 00:00,175.2592656,13698.1,0.018500153,23.8443
11/01/2021 20:00,11/01/2050 00:00,186.6675624,16284.7,0.020042686,23.7206
11/01/2021 21:00,11/01/2050 00:00,193.3796015,13439.5,0.022578499,23.6658
11/01/2021 22:00,11/01/2050 00:00,198.0534623,13439.5,0.026361181,22.5497
11/01/2021 23:00,11/01/2050 00:00,198.9330047,10335.6,0.030890202,20.8995
12/01/2021 00:00,12/01/2050 00:00,194.9689956,8007.72,0.034984276,18.7029
12/01/2021 01:00,12/01/2050 00:00,197.2228454,3093.28,0.038130838,17.4246
12/01/2021 02:00,12/01/2050 00:00,196.483398,1286.22,0.039981637,16.6558
12/01/2021 03:00,12/01/2050 00:00,198.4475098,255.128,0.04122735,16.6638
12/01/2021 04:00,12/01/2050 00:00,202.3991573,513.783,0.041892276,16.8621
12/01/2021 05:00,12/01/2050 00:00,204.1702838,1803.53,0.041496281,17.6905
12/01/2021 06:00,12/01/2050 00:00,199.9263286,6973.1,0.038300018,18.8318
12/01/2021 07:00,12/01/2050 00:00,195.6755231,14991.4,0.033823792,20.8171
12/01/2021 08:00,12/01/2050 00:00,189.2537066,19647.2,0.028919087,23.89
12/01/2021 09:00,12/01/2050 00:00,171.7110934,18871.2,0.023634056,27.6568
12/01/2021 10:00,12/01/2050 00:00,152.1560907,14474.1,0.019543707,30.5359
12/01/2021 11:00,12/01/2050 00:00,131.4623765,11887.6,0.016565698,31.609
12/01/2021 12:00,12/01/2050 00:00,120.2793773,11111.6,0.014999898,31.3681
12/01/2021 13:00,12/01/2050 00:00,110.4944186,10852.9,0.013858334,30.6883
12/01/2021 14:00,12/01/2050 00:00,105.3114785,10852.9,0.013176216,30.1743
12/01/2021 15:00,12/01/2050 00:00,107.7465128,9818.32,0.013298166,29.3384
12/01/2021 16:00,12/01/2050 00:00,111.9540187,8783.7,0.01356792,27.6442
12/01/2021 17:00,12/01/2050 00:00,118.3192152,7749.07,0.013738341,25.6679
12/01/2021 18:00,12/01/2050 00:00,122.6707085,11370.2,0.013587932,24.3143
12/01/2021 19:00,12/01/2050 00:00,126.9840047,13698.1,0.013660737,23.8443
12/01/2021 20:00,12/01/2050 00:00,131.6408127,16284.7,0.014303808,23.7206
12/01/2021 21:00,12/01/2050 00:00,132.1529177,13439.5,0.015596491,23.6658
12/01/2021 22:00,12/01/2050 00:00,130.9680532,13439.5,0.017614113,22.5497
12/01/2021 23:00,12/01/2050 00:00,127.0101358,10335.6,0.0199519,20.8995
13/01/2021 00:00,13/01/2050 00:00,123.1089429,8007.72,0.022256118,18.7029
13/01/2021 01:00,13/01/2050 00:00,122.4620521,3093.28,0.023886288,17.4246
13/01/2021 02:00,13/01/2050 00:00,120.3903737,1286.22,0.024651573,16.6558
13/01/2021 03:00,13/01/2050 00:00,123.2189208,255.128,0.025670967,16.6638
13/01/2021 04:00,13/01/2050 00:00,127.4812743,513.783,0.026347085,16.8621
13/01/2021 05:00,13/01/2050 00:00,130.4680988,1803.53,0.026342838,17.6905
13/01/2021 06:00,13/01/2050 00:00,131.6222655,6973.1,0.025112253,18.8318
13/01/2021 07:00,13/01/2050 00:00,132.2427396,14991.4,0.022911457,20.8171
13/01/2021 08:00,13/01/2050 00:00,130.0986553,19647.2,0.020245098,23.89
13/01/2021 09:00,13/01/2050 00:00,123.1292162,18871.2,0.01746032,27.6568
13/01/2021 10:00,13/01/2050 00:00,113.9437412,14474.1,0.01528478,30.5359
13/01/2021 11:00,13/01/2050 00:00,104.4452003,11887.6,0.013768579,31.609
13/01/2021 12:00,13/01/2050 00:00,102.898776,11111.6,0.013280826,31.3681
13/01/2021 13:00,13/01/2050 00:00,102.2092275,10852.9,0.013061601,30.6883
13/01/2021 14:00,13/01/2050 00:00,105.5906886,10852.9,0.013202636,30.1743
13/01/2021 15:00,13/01/2050 00:00,111.6911726,9818.32,0.013673226,29.3384
13/01/2021 16:00,13/01/2050 00:00,119.5404478,8783.7,0.014302287,27.6442
13/01/2021 17:00,13/01/2050 00:00,129.6171127,7749.07,0.014836053,25.6679
13/01/2021 18:00,13/01/2050 00:00,139.2102443,11370.2,0.015226513,24.3143
13/01/2021 19:00,13/01/2050 00:00,149.063157,13698.1,0.015881852,23.8443
13/01/2021 20:00,13/01/2050 00:00,159.8662839,16284.7,0.017251418,23.7206
13/01/2021 21:00,13/01/2050 00:00,166.8723105,13439.5,0.019557323,23.6658
13/01/2021 22:00,13/01/2050 00:00,172.1090627,13439.5,0.022978164,22.5497
13/01/2021 23:00,13/01/2050 00:00,173.9684489,10335.6,0.027094611,20.8995
14/01/2021 00:00,14/01/2050 00:00,173.2339364,8007.72,0.031136328,18.7029
14/01/2021 01:00,14/01/2050 00:00,177.8131847,3093.28,0.034433612,17.4246
14/01/2021 02:00,14/01/2050 00:00,179.8131047,1286.22,0.036623536,16.6558
14/01/2021 03:00,14/01/2050 00:00,183.3870243,255.128,0.038111781,16.6638
14/01/2021 04:00,14/01/2050 00:00,188.9616128,513.783,0.039100503,16.8621
14/01/2021 05:00,14/01/2050 00:00,192.4505004,1803.53,0.039080807,17.6905
14/01/2021 06:00,14/01/2050 00:00,192.2790214,6973.1,0.036820582,18.8318
